,Provider,inp_out,inp_out,ClmAdmitDiagnosisCode,DiagnosisGroupCode,AttendingPhysician,OperatingPhysician,OtherPhysician,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,Gender,RenalDiseaseIndicator,InscClaimAmtReimbursed,InscClaimAmtReimbursed,IPAnnualReimbursementAmt,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,IPAnnualDeductibleAmt,Age,settlement_days,settlement_days,Days_Admit,Total_deductible,Total_deductible,Total_reimbursible,Total_reimbursible,ClaimID,State,County,PotentialFraud
2373,PRV53964,146,0,24,0,14,7,12,65,100,57,25,56,72,106,114,46,42,16,215,0.0,279.6575342465753,40830,2897.671232876712,423060,416.958904109589,60876,1775.6849315068494,60876,65.76824920247701,1.452054794520548,0,0.0,851.3424657534247,124296,4673.356164383562,682310,146,6,15,0
2374,PRV53965,110,0,17,0,12,8,9,22,80,38,15,53,72,72,89,42,38,20,170,0.0,291.54545454545456,32070,7399.545454545455,813950,1102.1454545454546,121236,1911.909090909091,121236,72.7788293897883,1.3909090909090909,0,0.0,1537.9636363636364,169176,9311.454545454546,1024260,110,1,4,0
2375,PRV53966,2,0,0,0,2,0,1,1,1,0,0,0,2,1,1,1,0,0,3,0.0,250.0,500,0.0,0,0.0,0,505.0,0,66.58904109589041,0.0,0,0.0,75.0,150,505.0,1010,2,1,2,0
2376,PRV53967,2,0,0,0,1,0,1,0,0,0,0,2,1,2,2,0,1,0,3,0.0,50.0,100,0.0,0,0.0,0,495.0,0,79.8054794520548,0.0,0,0.0,130.0,260,495.0,990,2,1,1,0
2377,PRV53968,32,0,6,0,8,3,5,13,19,13,5,8,14,23,24,9,9,3,51,0.0,206.25,6600,1833.75,58680,300.375,9612,2747.1875,9612,72.74623287671233,2.0,0,0.0,1127.5625,36082,4580.9375,146590,32,2,8,0
2378,PRV53969,118,0,17,0,16,13,11,46,60,35,16,28,47,75,71,37,27,7,191,0.0,305.0,35990,2539.830508474576,299700,334.8813559322034,39516,1519.2372881355932,39516,72.54885070814952,1.194915254237288,0,0.0,827.5084745762712,97646,4059.0677966101694,478970,118,3,15,0
2379,PRV53970,1,3,3,3,2,2,2,1,3,3,2,2,2,2,3,0,1,1,6,0.0,16300.0,65200,29680.0,118720,1602.0,6408,1645.0,6408,79.74178082191781,3.0,6,2.75,2209.5,8838,31325.0,125300,4,1,2,0
2380,PRV53971,102,0,16,0,4,3,4,45,51,38,8,19,42,79,65,17,33,4,166,0.0,217.7450980392157,22210,2346.8627450980393,239380,314.11764705882354,32040,1489.7058823529412,32040,74.71694869728714,0.6666666666666666,0,0.0,710.4901960784314,72470,3836.5686274509803,391330,102,1,4,0
2381,PRV53972,68,6,19,6,18,8,14,32,50,33,14,30,42,52,55,28,23,8,115,0.0,701.6216216216217,51920,6032.972972972973,446440,630.4324324324324,46652,2524.5945945945946,46652,71.31007034431691,1.8918918918918919,0,0.3108108108108108,1362.8648648648648,100852,8557.567567567568,633260,74,2,11,0
2382,PRV53973,170,0,21,0,13,10,9,59,114,46,31,59,52,111,125,75,51,16,265,0.0,265.47058823529414,45130,3567.9411764705883,606550,448.4,76228,1841.7058823529412,76228,73.50846091861402,1.723529411764706,0,0.0,1067.929411764706,181548,5409.64705882353,919640,170,2,6,0
2383,PRV53974,67,0,14,0,13,6,10,27,34,18,7,18,29,43,49,21,13,2,117,0.0,193.28358208955223,12950,3191.6417910447763,213840,334.74626865671644,22428,1909.8507462686566,22428,71.45528521774688,1.2388059701492538,0,0.0,913.1044776119403,61178,5101.492537313433,341800,67,2,9,0
2384,PRV53975,70,0,15,0,10,5,6,28,47,19,7,16,19,49,51,23,13,14,105,0.0,162.71428571428572,11390,2460.8571428571427,172260,411.9428571428571,28836,1595.4285714285713,28836,74.98512720156555,0.5857142857142857,0,0.0,885.6571428571428,61996,4056.285714285714,283940,70,1,8,0
2385,PRV53977,65,0,12,0,2,2,2,26,37,24,7,8,17,52,51,25,9,12,103,0.0,340.3076923076923,22120,8612.461538461539,559810,621.2307692307693,40380,2170.769230769231,40380,73.12826132771337,1.9230769230769231,0,0.0,1205.5384615384614,78360,10783.23076923077,700910,65,2,10,0
2386,PRV53978,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0.0,100.0,100,3150.0,3150,1068.0,1068,940.0,1068,85.97534246575343,0.0,0,0.0,1288.0,1288,4090.0,4090,1,1,1,0
2387,PRV53979,77,0,15,0,16,7,11,26,38,30,10,13,25,46,51,31,12,3,126,0.0,339.87012987012986,26170,2942.8571428571427,226600,166.44155844155844,12816,1757.7922077922078,12816,71.50165450987369,1.0129870129870129,0,0.0,543.7142857142857,41866,4700.649350649351,361950,77,1,11,0
2388,PRV53980,22,0,7,0,10,4,5,6,14,13,5,7,11,16,13,10,7,2,35,0.0,169.54545454545453,3730,5864.545454545455,129020,679.6363636363636,14952,2457.2727272727275,14952,73.30809464508094,1.6363636363636365,0,0.0,1505.5454545454545,33122,8321.818181818182,183080,22,1,3,0
2389,PRV53981,22,0,3,0,13,5,4,7,11,10,2,3,11,15,14,4,10,1,34,0.0,218.63636363636363,4810,1595.4545454545455,35100,194.1818181818182,4272,1105.4545454545455,4272,74.21046077210461,0.045454545454545456,0,0.0,733.2727272727273,16132,2700.909090909091,59420,22,2,7,0
2390,PRV53982,9,0,2,0,5,1,3,5,7,3,3,4,4,5,8,3,4,0,17,0.0,108.88888888888889,980,3171.1111111111113,28540,474.6666666666667,4272,2020.0,4272,67.73089802130897,1.2222222222222223,0,0.0,1095.7777777777778,9862,5191.111111111111,46720,9,2,6,0
2391,PRV53983,24,0,5,0,8,2,4,10,17,13,5,6,11,20,16,9,10,1,39,0.0,266.6666666666667,6400,6630.0,159120,712.0,17088,2732.0833333333335,17088,70.35776255707763,0.08333333333333333,0,0.0,1642.8333333333333,39428,9362.083333333334,224690,24,1,4,0
2392,PRV53985,189,8,40,8,8,7,2,67,127,85,18,74,106,156,142,38,58,28,328,0.0,829.0862944162436,163330,6719.8984771573605,1323820,647.4111675126903,127540,2724.416243654822,127540,72.31065989847716,2.0964467005076144,0,0.3299492385786802,1426.0406091370558,280930,9444.314720812183,1860530,197,2,8,1
2393,PRV53986,34,11,18,11,14,10,6,22,30,20,3,18,20,31,35,9,14,8,72,0.0,2001.3333333333333,90060,7654.666666666667,344460,692.7111111111111,31172,2639.1111111111113,31172,75.882800608828,3.3777777777777778,0,1.7333333333333334,1451.3777777777777,65312,10293.777777777777,463220,45,2,11,0
2394,PRV53988,32,0,7,0,20,7,10,11,21,11,3,15,14,23,25,13,11,2,54,0.0,198.75,6360,6518.75,208600,333.75,10680,2464.0625,10680,79.81832191780822,0.65625,0,0.0,844.375,27020,8982.8125,287450,32,3,10,0
2395,PRV53989,26,1,6,1,13,4,6,11,14,10,4,7,12,17,15,10,11,2,46,0.0,819.6296296296297,22130,1149.6296296296296,31040,197.77777777777777,5340,1661.4814814814815,5340,77.89609335362759,1.8148148148148149,0,0.5925925925925926,602.9629629629629,16280,2811.1111111111113,75900,27,2,7,0
2396,PRV53990,94,5,28,5,23,11,13,49,67,42,15,25,41,67,67,32,30,14,154,0.0,639.89898989899,63350,5305.050505050505,525200,746.9090909090909,73944,2066.5656565656564,73944,75.27629721876298,1.4646464646464648,0,0.5050505050505051,1318.3232323232323,130514,7371.616161616162,729790,99,1,5,0
2397,PRV53991,62,0,11,0,11,4,7,31,34,25,11,15,27,39,50,21,11,4,99,0.0,226.61290322580646,14050,3215.967741935484,199390,430.64516129032256,26700,2241.1290322580644,26700,73.01957578435704,0.9838709677419355,0,0.0,1214.3548387096773,75290,5457.096774193548,338340,62,3,10,0
2398,PRV53992,244,0,36,0,2,2,0,85,140,107,59,70,115,184,185,88,81,21,410,0.0,359.0983606557377,87620,6509.05737704918,1588210,518.5573770491803,126528,2702.377049180328,126528,77.536144172468,1.6475409836065573,0,0.0,1481.7131147540983,361538,9211.434426229509,2247590,244,1,9,0
2399,PRV53993,201,0,25,0,17,13,14,102,118,84,30,59,97,145,165,57,72,23,329,0.0,267.5124378109453,53770,3956.5671641791046,795270,417.7313432835821,83964,2331.3432835820895,83964,72.63443058679206,1.7313432835820894,0,0.0,1083.8009950248756,217844,6287.910447761194,1263870,201,2,6,0
2400,PRV53994,174,0,38,0,1,1,1,69,110,92,24,39,81,145,133,36,41,4,280,0.0,264.367816091954,46000,5812.068965517241,1011300,423.51724137931035,73692,2215.8045977011493,73692,78.62695638482128,1.0747126436781609,0,0.0,996.6781609195402,173422,8027.873563218391,1396850,174,1,6,0
2401,PRV53995,3,0,0,0,3,0,2,1,0,0,0,0,2,1,1,0,0,1,4,0.0,146.66666666666666,440,0.0,0,0.0,0,953.3333333333334,0,76.9972602739726,0.3333333333333333,0,0.0,180.0,540,953.3333333333334,2860,3,1,2,0
2402,PRV53996,3,2,2,2,4,2,0,1,4,2,1,2,3,5,4,2,1,0,9,0.0,2278.0,11390,3800.0,19000,640.8,3204,2838.0,3204,74.53534246575343,2.0,0,2.0,1306.8,6534,6638.0,33190,5,1,3,0
2403,PRV53997,172,0,37,0,2,1,2,78,110,77,41,59,65,125,131,77,57,18,277,0.0,408.3139534883721,70230,6386.279069767442,1098440,589.8837209302326,101460,3665.2906976744184,101460,73.39187639375596,2.308139534883721,0,0.0,1883.3720930232557,323940,10051.56976744186,1728870,172,1,3,0
2404,PRV53999,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,60.0,60,0.0,0,0.0,0,1740.0,0,65.46301369863014,0.0,0,0.0,2090.0,2090,1740.0,1740,1,1,1,0
2405,PRV54000,206,0,44,0,5,4,3,79,143,87,17,65,86,142,154,59,60,23,348,0.0,204.95145631067962,42220,2773.78640776699,571400,357.7281553398058,73692,1562.2330097087379,73692,76.68880170235404,0.8058252427184466,0,0.0,826.0291262135922,170162,4336.019417475728,893220,206,2,6,0
2406,PRV54001,0,8,8,8,2,2,2,3,6,3,2,5,4,7,8,2,4,1,13,0.0,7625.0,61000,13096.25,104770,1869.0,14952,1677.5,14952,68.79897260273972,4.875,2,4.875,2410.25,19282,14773.75,118190,8,1,3,0
2407,PRV54002,11,0,2,0,3,1,3,4,7,3,2,2,4,9,9,3,3,2,17,0.0,187.27272727272728,2060,2367.2727272727275,26040,842.9090909090909,9272,1388.1818181818182,9272,74.17260273972603,1.8181818181818181,0,0.0,1171.090909090909,12882,3755.4545454545455,41310,11,1,3,0
2408,PRV54004,8,0,3,0,1,1,1,2,4,2,1,2,1,4,4,2,1,0,13,0.0,136.25,1090,2252.5,18020,400.5,3204,1213.75,3204,76.42671232876712,0.875,0,0.0,815.5,6524,3466.25,27730,8,1,2,0
2409,PRV54005,8,0,2,0,2,1,2,6,7,3,1,4,3,6,6,3,3,1,15,0.0,225.0,1800,375.0,3000,133.5,1068,1292.5,1068,74.68698630136986,2.5,0,0.0,567.25,4538,1667.5,13340,8,1,2,0
2410,PRV54006,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0.0,90.0,90,4000.0,4000,1068.0,1068,550.0,1068,80.3890410958904,0.0,0,0.0,1128.0,1128,4550.0,4550,1,1,1,0
2411,PRV54007,5,0,1,0,2,2,1,2,4,2,0,1,0,3,4,0,0,1,9,0.0,280.0,1400,3232.0,16160,427.2,2136,4844.0,2136,78.83671232876712,2.8,0,0.0,2379.2,11896,8076.0,40380,5,1,1,0
2412,PRV54008,50,0,11,0,2,2,2,29,30,16,10,16,18,36,34,19,10,7,85,0.0,257.2,12860,2791.0,139550,384.48,19224,2513.0,19224,75.0014794520548,1.68,0,0.0,1192.08,59604,5304.0,265200,50,1,2,0
2413,PRV54009,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0,40.0,40,0.0,0,0.0,0,350.0,0,69.87945205479453,0.0,0,0.0,60.0,60,350.0,350,1,1,1,0
2414,PRV54011,2,0,0,0,2,0,0,2,0,0,0,0,1,2,2,1,0,0,4,0.0,35.0,70,0.0,0,0.0,0,115.0,0,70.25753424657535,0.0,0,0.0,90.0,180,115.0,230,2,1,1,0
2415,PRV54012,8,0,2,0,2,2,2,3,5,4,1,2,5,5,6,4,3,0,13,0.0,475.0,3800,2125.0,17000,400.5,3204,1342.5,3204,66.1304794520548,0.0,0,0.0,994.25,7954,3467.5,27740,8,1,1,0
2416,PRV54013,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,0.0,100.0,100,0.0,0,0.0,0,960.0,0,71.13150684931507,0.0,0,0.0,560.0,560,960.0,960,1,1,1,0
2417,PRV54014,2,0,0,0,2,1,1,0,2,1,1,1,0,2,2,0,1,0,3,0.0,205.0,410,5000.0,10000,534.0,1068,3080.0,1068,88.72739726027397,0.0,0,0.0,974.0,1948,8080.0,16160,2,1,1,0
2418,PRV54016,4,0,1,0,2,1,1,0,2,1,1,2,0,2,2,1,1,0,5,0.0,160.0,640,0.0,0,0.0,0,1257.5,0,77.72123287671232,1.75,0,0.0,442.5,1770,1257.5,5030,4,1,2,0
2419,PRV54017,13,0,2,0,2,0,2,5,6,6,0,6,5,6,9,3,2,0,17,0.0,200.76923076923077,2610,4100.0,53300,487.6923076923077,6340,3059.230769230769,6340,67.99599578503688,0.5384615384615384,0,0.0,1289.2307692307693,16760,7159.2307692307695,93070,13,1,1,0
2420,PRV54019,4,0,2,0,2,1,0,0,1,0,1,1,0,1,3,0,1,0,7,0.0,225.0,900,0.0,0,0.0,0,2347.5,0,71.9876712328767,0.0,0,0.0,550.0,2200,2347.5,9390,4,1,1,0
2421,PRV54020,7,0,2,0,1,1,1,1,2,0,1,0,3,3,7,4,2,0,10,0.0,292.85714285714283,2050,428.57142857142856,3000,152.57142857142858,1068,1011.4285714285714,1068,68.11780821917809,5.285714285714286,0,0.0,666.8571428571429,4668,1440.0,10080,7,1,1,0
2422,PRV54021,20,0,4,0,2,1,1,8,16,7,4,7,9,12,15,7,5,2,29,0.0,99.0,1980,6013.0,120260,427.2,8544,1763.0,8544,76.71972602739726,0.0,0,0.0,881.2,17624,7776.0,155520,20,1,1,0
2423,PRV54023,18,0,3,0,1,0,0,6,8,5,4,4,6,13,12,10,4,1,27,0.0,114.44444444444444,2060,6822.222222222223,122800,534.0,9612,1156.111111111111,9612,78.0675799086758,0.0,0,0.0,1079.5555555555557,19432,7978.333333333333,143610,18,1,1,0
2424,PRV54024,38,0,7,0,2,2,2,10,26,16,7,8,23,28,25,10,9,2,62,0.0,470.2631578947368,17870,5588.684210526316,212370,365.36842105263156,13884,3916.5789473684213,13884,70.31283345349675,3.4473684210526314,0,0.0,1540.3684210526317,58534,9505.263157894737,361200,38,1,2,0
2425,PRV54025,20,0,5,0,1,1,1,7,10,10,4,9,6,14,16,10,9,0,31,0.0,449.0,8980,5305.5,106110,740.8,14816,4369.5,14816,69.76917808219177,2.0,0,0.0,1891.3,37826,9675.0,193500,20,1,1,0
2426,PRV54026,3,0,0,0,2,1,0,1,1,0,1,2,1,1,2,1,0,0,6,0.0,806.6666666666666,2420,0.0,0,0.0,0,1066.6666666666667,0,75.85844748858447,0.0,0,0.0,190.0,570,1066.6666666666667,3200,3,1,1,0
2427,PRV54027,14,0,2,0,2,1,2,3,11,8,0,6,5,10,13,6,1,0,26,0.0,99.28571428571429,1390,5214.285714285715,73000,686.5714285714286,9612,972.1428571428571,9612,74.52230919765167,1.0,0,0.0,1096.5714285714287,15352,6186.428571428572,86610,14,1,1,0
2428,PRV54028,6,0,1,0,3,1,2,2,4,3,1,1,3,5,3,2,1,1,9,0.0,120.0,720,5833.333333333333,35000,712.0,4272,1400.0,4272,68.96529680365298,0.0,0,0.0,1192.0,7152,7233.333333333333,43400,6,1,2,0
2429,PRV54029,2,0,0,0,1,0,0,1,1,0,2,0,1,0,1,1,0,0,3,0.0,160.0,320,0.0,0,0.0,0,455.0,0,75.92739726027398,0.0,0,0.0,370.0,740,455.0,910,2,1,1,0
2430,PRV54030,14,0,2,0,2,1,2,7,7,5,3,5,4,8,12,7,6,3,23,0.0,201.42857142857142,2820,3722.8571428571427,52120,610.2857142857143,8544,3108.5714285714284,8544,69.40606653620353,2.0,0,0.0,1724.5714285714287,24144,6831.428571428572,95640,14,1,2,0
2431,PRV54031,5,0,2,0,2,0,2,1,1,2,1,1,2,3,3,2,1,0,8,0.0,454.0,2270,4000.0,20000,640.8,3204,1532.0,3204,73.28438356164384,0.2,0,0.0,1084.8,5424,5532.0,27660,5,1,2,0
2432,PRV54033,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0.0,30.0,30,0.0,0,0.0,0,1760.0,0,54.53972602739726,0.0,0,0.0,1200.0,1200,1760.0,1760,1,1,1,0
2433,PRV54034,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0,70.0,70,0.0,0,0.0,0,90.0,0,81.64109589041095,0.0,0,0.0,100.0,100,90.0,90,1,1,1,0
2434,PRV54036,100,0,17,0,3,2,3,36,57,41,12,27,42,71,80,32,29,15,159,0.0,258.9,25890,2822.5,282250,360.4,36040,2070.7,36040,72.17958904109588,1.06,0,0.0,945.1,94510,4893.2,489320,100,1,5,0
2435,PRV54037,17,0,9,0,2,3,1,5,11,11,2,6,10,15,16,4,6,4,27,0.0,618.2352941176471,10510,5633.529411764706,95770,502.5882352941176,8544,2197.6470588235293,8544,68.81257050765511,1.5294117647058822,0,0.0,1039.0588235294117,17664,7831.176470588235,133130,17,1,3,0
2436,PRV54038,19,0,5,0,2,2,2,10,15,9,3,9,12,16,16,9,7,5,28,0.0,307.36842105263156,5840,2320.0,44080,393.4736842105263,7476,6531.0526315789475,7476,80.96928622927182,2.4210526315789473,0,0.0,2051.8947368421054,38986,8851.052631578947,168170,19,1,4,0
2437,PRV54039,28,0,6,0,1,1,1,15,22,14,5,10,19,17,25,11,11,6,43,0.0,170.35714285714286,4770,2238.5714285714284,62680,228.85714285714286,6408,1940.7142857142858,6408,76.1536203522505,0.14285714285714285,0,0.0,699.2142857142857,19578,4179.285714285715,117020,28,1,3,0
2438,PRV54040,2,0,1,0,1,0,0,1,1,1,0,0,1,2,1,0,1,0,4,0.0,125.0,250,0.0,0,0.0,0,1035.0,0,66.54520547945205,0.0,0,0.0,535.0,1070,1035.0,2070,2,1,2,0
2439,PRV54041,65,0,13,0,4,3,3,29,44,25,10,17,37,58,53,20,30,23,93,0.0,543.5384615384615,35330,5172.923076923077,336240,542.2153846153847,35244,4162.153846153846,35244,77.57858798735512,2.4153846153846152,0,0.0,1578.8307692307692,102624,9335.076923076924,606780,65,1,4,0
2440,PRV54043,3,0,0,0,1,0,0,2,2,2,0,0,2,2,3,0,1,1,5,0.0,1846.6666666666667,5540,5333.333333333333,16000,712.0,2136,22853.333333333332,2136,70.24383561643835,12.666666666666666,0,0.0,6278.666666666667,18836,28186.666666666668,84560,3,1,1,0
2441,PRV54044,6,0,1,0,6,1,1,3,2,1,0,2,3,4,5,2,3,1,10,0.0,136.66666666666666,820,0.0,0,0.0,0,865.0,0,73.77397260273973,0.0,0,0.0,166.66666666666666,1000,865.0,5190,6,1,1,0
2442,PRV54045,3,0,0,0,1,1,1,0,1,0,0,0,0,3,3,1,2,0,4,0.0,80.0,240,0.0,0,0.0,0,1100.0,0,62.654794520547945,6.333333333333333,0,0.0,310.0,930,1100.0,3300,3,1,1,0
2443,PRV54046,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,2,0.0,0.0,0,0.0,0,0.0,0,5300.0,0,77.96986301369863,20.0,20,0.0,1080.0,1080,5300.0,5300,1,1,1,0
2444,PRV54048,4,0,0,0,1,1,1,1,1,1,0,0,1,3,4,1,1,0,7,0.0,207.5,830,1000.0,4000,267.0,1068,870.0,1068,75.19863013698631,0.0,0,0.0,637.0,2548,1870.0,7480,4,1,2,0
2445,PRV54049,132,0,29,0,5,3,4,47,70,59,13,34,77,101,86,60,25,8,220,0.0,262.1212121212121,34600,3945.6060606060605,520820,694.6363636363636,91692,1850.9848484848485,91692,70.93997509339975,1.1818181818181819,0,0.0,1276.6818181818182,168522,5796.590909090909,765150,132,1,3,0
2446,PRV54050,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0.0,500.0,500,0.0,0,0.0,0,890.0,0,84.97260273972603,2.0,2,0.0,120.0,120,890.0,890,1,1,1,0
2447,PRV54051,0,5,5,5,1,1,1,3,2,2,1,3,1,4,5,2,2,0,8,0.0,7600.0,38000,11672.0,58360,1708.8,8544,594.0,8544,76.76931506849316,4.2,3,4.2,1760.8,8804,12266.0,61330,5,1,3,0
2448,PRV54052,0,6,5,6,1,1,1,2,3,6,2,3,1,2,4,0,1,1,9,0.0,12500.0,75000,15400.0,92400,1424.0,8544,491.6666666666667,8544,76.85981735159818,8.333333333333334,5,8.333333333333334,1545.6666666666667,9274,15891.666666666666,95350,6,1,2,0
2449,PRV54053,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0,10.0,10,0.0,0,0.0,0,2110.0,0,84.55890410958904,0.0,0,0.0,800.0,800,2110.0,2110,1,1,1,0
2450,PRV54054,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0.0,5000.0,5000,15000.0,15000,2136.0,2136,2810.0,2136,83.47671232876712,5.0,5,5.0,2696.0,2696,17810.0,17810,1,1,1,0
2451,PRV54055,0,25,22,24,4,2,3,10,20,16,5,15,13,23,22,12,8,5,44,0.0,8560.0,214000,15184.0,379600,1871.52,46788,2552.4,46788,75.21567123287672,3.6,2,3.6,2591.52,64788,17736.4,443410,25,1,3,0
2452,PRV54056,0,21,20,21,2,2,0,16,15,15,7,15,10,19,17,9,3,4,27,0.0,9380.952380952382,197000,35343.80952380953,742220,3416.190476190476,71740,3808.5714285714284,71740,70.02074363992172,5.142857142857143,3,5.142857142857143,4767.619047619048,100120,39152.380952380954,822200,21,1,1,1
2453,PRV54057,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,2,0.0,0.0,0,4000.0,4000,1068.0,1068,670.0,1068,73.2986301369863,0.0,0,0.0,1198.0,1198,4670.0,4670,1,1,1,0
2454,PRV54058,0,35,31,34,2,2,0,22,28,25,9,24,17,27,29,12,14,7,53,0.0,8114.285714285715,284000,16989.14285714286,594620,2240.5714285714284,78420,1587.142857142857,78420,68.17346379647749,6.571428571428571,3,6.571428571428571,2632.8571428571427,92150,18576.285714285714,650170,35,1,2,0
2455,PRV54059,0,18,17,18,4,5,2,6,11,13,4,7,7,15,15,8,4,2,29,0.0,9555.555555555555,172000,14780.555555555555,266050,1624.2222222222222,29236,3234.4444444444443,29236,70.2613394216134,5.5,1,5.5,2451.4444444444443,44126,18015.0,324270,18,1,4,0
2456,PRV54060,0,16,16,15,1,1,2,8,11,11,3,6,9,11,13,7,3,3,25,0.0,10250.0,164000,15314.375,245030,1735.5,27768,3381.875,27768,70.7472602739726,5.875,5,5.875,2674.875,42798,18696.25,299140,16,1,1,0
2457,PRV54061,7,4,6,4,8,3,4,3,9,8,1,5,6,10,11,3,5,1,18,0.0,2770.0,30470,25038.18181818182,275420,2038.909090909091,22428,1760.0,22428,69.69887920298879,4.545454545454546,0,4.545454545454546,2602.5454545454545,28628,26798.18181818182,294780,11,1,4,0
2458,PRV54062,9,2,4,2,7,1,3,6,6,7,3,7,9,7,8,3,2,0,16,0.0,1611.8181818181818,17730,9023.636363636364,99260,970.9090909090909,10680,1483.6363636363637,10680,78.58580323785803,2.0,0,0.8181818181818182,1630.0,17930,10507.272727272728,115580,11,2,6,0
2459,PRV54063,16,1,3,1,12,4,4,1,6,6,3,2,7,9,15,9,3,0,24,0.0,507.05882352941177,8620,784.1176470588235,13330,188.47058823529412,3204,2027.6470588235295,3204,73.44286865431104,1.1176470588235294,0,0.17647058823529413,964.9411764705883,16404,2811.764705882353,47800,17,2,4,0
2460,PRV54064,106,16,36,16,15,9,7,31,81,72,15,48,49,94,89,57,40,21,203,0.0,1821.311475409836,222200,9442.622950819672,1152000,796.0655737704918,97120,4200.163934426229,97120,76.98241634852909,3.377049180327869,0,0.7950819672131147,1841.967213114754,224720,13642.786885245901,1664420,122,3,6,0
2461,PRV54065,70,24,32,23,19,9,12,37,55,35,21,24,39,67,71,40,27,7,141,0.0,2730.0,256620,5895.531914893617,554180,734.1702127659574,69012,2263.0851063829787,69012,71.8266394637132,3.25531914893617,0,1.797872340425532,1510.936170212766,142028,8158.617021276596,766910,94,2,17,1
2462,PRV54066,148,0,27,0,8,8,4,51,103,65,21,49,53,112,112,48,46,18,232,0.0,281.8243243243243,41710,4954.6621621621625,733290,674.5135135135135,99828,2815.608108108108,99828,73.76379118844872,1.777027027027027,0,0.0,1414.5135135135135,209348,7770.27027027027,1150000,148,6,20,0
2463,PRV54068,7,0,3,0,7,0,1,2,5,3,1,4,4,6,5,3,2,1,8,0.0,81.42857142857143,570,0.0,0,0.0,0,868.5714285714286,0,73.0747553816047,0.0,0,0.0,434.2857142857143,3040,868.5714285714286,6080,7,2,3,0
2464,PRV54070,1467,0,182,0,255,134,186,542,832,567,196,408,587,1003,1131,416,437,111,2328,0.0,268.56850715746424,393990,4260.68166325835,6250420,458.66121336059985,672856,2040.824812542604,672856,74.37745095292789,1.3340149965916837,0,0.0,1049.7845944103613,1540034,6301.506475800954,9244310,1467,38,96,1
2465,PRV54071,428,8,71,8,23,20,6,164,270,174,46,116,193,292,315,119,123,60,686,0.0,525.2752293577981,229020,5537.408256880734,2414310,486.6192660550459,212166,2510.3440366972477,212166,74.08101671484228,2.415137614678899,0,0.13990825688073394,1109.2568807339449,483636,8047.752293577982,3508820,436,7,29,0
2466,PRV54072,24,6,12,6,15,7,8,9,16,16,4,12,14,22,20,10,8,2,49,0.0,3521.3333333333335,105640,8258.333333333334,247750,605.2,18156,2450.6666666666665,18156,69.44849315068494,2.9,0,0.9,1237.8666666666666,37136,10709.0,321270,30,3,8,0
2467,PRV54073,37,7,11,7,18,5,11,21,22,16,12,18,18,33,26,17,15,0,71,0.0,2645.2272727272725,116390,3793.6363636363635,166920,291.27272727272725,12816,1783.6363636363637,12816,73.79869240348692,1.5227272727272727,0,0.6363636363636364,624.0,27456,5577.272727272727,245400,44,1,11,0
2468,PRV54074,90,23,37,23,77,28,37,47,65,48,22,38,51,79,85,36,32,20,183,0.0,3034.424778761062,342890,9055.221238938053,1023240,871.7522123893805,98508,2278.0530973451328,98508,74.5775245484301,2.3185840707964602,0,1.1592920353982301,1462.9734513274336,165316,11333.274336283186,1280660,113,9,24,1
2469,PRV54075,1487,32,191,32,37,27,15,519,907,591,189,455,601,1038,1150,440,411,177,2369,0.0,459.1968400263331,697520,5107.241606319947,7757900,471.82883475971033,716708,2193.4364713627388,716708,74.61538322797082,1.532587228439763,0,0.11981566820276497,1097.444371296906,1667018,7300.678077682686,11089730,1519,14,62,1
2470,PRV54076,43,9,14,9,26,10,13,23,23,20,3,13,23,31,32,12,18,2,81,0.0,1768.6538461538462,91970,4622.692307692308,240380,472.38461538461536,24564,1718.2692307692307,24564,73.82697576396207,1.8653846153846154,0,0.7115384615384616,842.5769230769231,43814,6340.961538461538,329730,52,6,19,0
2471,PRV54077,24,52,44,51,19,5,7,33,50,39,8,31,39,58,61,24,29,15,116,0.0,7070.0,537320,12635.394736842105,960290,1449.842105263158,110188,2880.5263157894738,110188,73.28049747656813,5.578947368421052,0,4.2631578947368425,2270.8947368421054,172588,15515.921052631578,1179210,76,6,20,1
